Tree	Node A-upos	Node B-upos	Node C-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
NOUN >nmod (PROPN >nummod NUM)	NOUN	PROPN	NUM	9	33.7	ABC	pattern {A [upos=NOUN]; B [upos=PROPN]; C [upos=NUM]; A -[nmod]-> B; B -[nummod]-> C; A << B; B << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20B%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(PART <advmod ADJ) <amod NOUN	PART	ADJ	NOUN	8	30.0	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=PART]; C -[amod]-> B; B -[advmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
NOUN >nmod (ADP <case DET)	NOUN	ADP	DET	8	30.0	ABC	pattern {A [upos=NOUN]; C [upos=DET]; B [upos=ADP]; A -[nmod]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20A%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADV <advmod ADJ <amod NOUN	ADV	ADJ	NOUN	7	26.2	ABC	pattern {C [upos=NOUN]; A [upos=ADV]; B [upos=ADJ]; C -[advmod]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PART <advmod NUM <nummod NOUN	PART	NUM	NOUN	7	26.2	ABC	pattern {C [upos=NOUN]; A [upos=PART]; B [upos=NUM]; C -[advmod]-> A; C -[nummod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
DET <det NOUN >punct PUNCT	DET	NOUN	PUNCT	7	26.2	ABC	pattern {B [upos=NOUN]; A [upos=DET]; C [upos=PUNCT]; B -[det]-> A; B -[punct]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Bpunct%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
SCONJ <case NUM <nummod NOUN	SCONJ	NUM	NOUN	6	22.5	ABC	pattern {C [upos=NOUN]; A [upos=SCONJ]; B [upos=NUM]; C -[case]-> A; C -[nummod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSCONJ%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN <nmod PUNCT <punct NOUN	NOUN	PUNCT	NOUN	6	22.5	ABC	pattern {C [upos=NOUN]; A [upos=NOUN]; B [upos=PUNCT]; C -[nmod]-> A; C -[punct]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bnmod%5D-%3E%20A%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADP <case NOUN >punct PUNCT	ADP	NOUN	PUNCT	6	22.5	ABC	pattern {B [upos=NOUN]; A [upos=ADP]; C [upos=PUNCT]; B -[case]-> A; B -[punct]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bpunct%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
SCONJ <cc ADP <case NOUN	SCONJ	ADP	NOUN	6	22.5	ABC	pattern {C [upos=NOUN]; A [upos=SCONJ]; B [upos=ADP]; C -[cc]-> A; C -[case]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSCONJ%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NUM <nummod NOUN >advmod ADV	NUM	NOUN	ADV	6	22.5	ABC	pattern {B [upos=NOUN]; A [upos=NUM]; C [upos=ADV]; B -[nummod]-> A; B -[advmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
PUNCT <punct PART <advmod NOUN	PUNCT	PART	NOUN	6	22.5	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=PART]; C -[punct]-> A; C -[advmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DPART%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NUM <nummod NOUN >nmod PROPN	NUM	NOUN	PROPN	6	22.5	ABC	pattern {B [upos=NOUN]; A [upos=NUM]; C [upos=PROPN]; B -[nummod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(NUM >flat NUM) <nummod NOUN	NUM	NUM	NOUN	6	22.5	ABC	pattern {C [upos=NOUN]; A [upos=NUM]; B [upos=NUM]; C -[nummod]-> A; A -[flat]-> B; C >> A; A << B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20-%5Bnummod%5D-%3E%20A%3B%20A%20-%5Bflat%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADV <advmod NOUN >nmod NOUN	ADV	NOUN	NOUN	6	22.5	ABC	pattern {B [upos=NOUN]; A [upos=ADV]; C [upos=NOUN]; B -[advmod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(NOUN <nmod ADJ) <amod NOUN	NOUN	ADJ	NOUN	5	18.7	ABC	pattern {C [upos=NOUN]; B [upos=ADJ]; A [upos=NOUN]; C -[amod]-> B; B -[nmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Bnmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
ADJ <amod DET <det NOUN	ADJ	DET	NOUN	5	18.7	ABC	pattern {C [upos=NOUN]; A [upos=ADJ]; B [upos=DET]; C -[amod]-> A; C -[det]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PART <advmod NOUN >nummod NUM	PART	NOUN	NUM	5	18.7	ABC	pattern {B [upos=NOUN]; A [upos=PART]; C [upos=NUM]; B -[advmod]-> A; B -[nummod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bnummod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
ADP <case NOUN >nmod X	ADP	NOUN	X	5	18.7	ABC	pattern {B [upos=NOUN]; A [upos=ADP]; C [upos=X]; B -[case]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DX%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
NUM <nummod PUNCT <punct NOUN	NUM	PUNCT	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; A [upos=NUM]; B [upos=PUNCT]; C -[nummod]-> A; C -[punct]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bnummod%5D-%3E%20A%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADJ <amod NOUN >advmod ADV	ADJ	NOUN	ADV	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=ADJ]; C [upos=ADV]; B -[amod]-> A; B -[advmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
DET <det NOUN >advmod ADV	DET	NOUN	ADV	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=DET]; C [upos=ADV]; B -[det]-> A; B -[advmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
SYM <dep ADJ <amod NOUN	SYM	ADJ	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; A [upos=SYM]; B [upos=ADJ]; C -[dep]-> A; C -[amod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSYM%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20-%5Bdep%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nmod NOUN >punct PUNCT	NOUN	NOUN	PUNCT	4	15.0	ABC	pattern {A [upos=NOUN]; B [upos=NOUN]; C [upos=PUNCT]; A -[nmod]-> B; A -[punct]-> C; A << B; A << C} without {A -> X0} without {B -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bnmod%5D-%3E%20B%3B%20A%20-%5Bpunct%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
ADV <advmod DET <det NOUN	ADV	DET	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; A [upos=ADV]; B [upos=DET]; C -[advmod]-> A; C -[det]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
NOUN >nummod (PUNCT <punct NUM)	NOUN	PUNCT	NUM	4	15.0	ABC	pattern {A [upos=NOUN]; C [upos=NUM]; B [upos=PUNCT]; A -[nummod]-> C; C -[punct]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bnummod%5D-%3E%20C%3B%20C%20-%5Bpunct%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADP <case PROPN <nmod NOUN	ADP	PROPN	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=PROPN]; C -[case]-> A; C -[nmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
DET <det NOUN <nmod NOUN	DET	NOUN	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; A [upos=DET]; B [upos=NOUN]; C -[det]-> A; C -[nmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bdet%5D-%3E%20A%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PUNCT <punct CCONJ <cc NOUN	PUNCT	CCONJ	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=CCONJ]; C -[punct]-> A; C -[cc]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
ADJ <amod NOUN >nmod X	ADJ	NOUN	X	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=ADJ]; C [upos=X]; B -[amod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DX%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
ADJ <amod NOUN >nummod NUM	ADJ	NOUN	NUM	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=ADJ]; C [upos=NUM]; B -[amod]-> A; B -[nummod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DNUM%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bnummod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
(DET <advmod NUM) <nummod NOUN	DET	NUM	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; B [upos=NUM]; A [upos=DET]; C -[nummod]-> B; B -[advmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	NOUN
CCONJ <cc NOUN <nmod NOUN	CCONJ	NOUN	NOUN	4	15.0	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=NOUN]; C -[cc]-> A; C -[nmod]-> B; C >> A; C >> B} without {C -> X0} without {A -> X1} without {B -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	NOUN
PART <advmod NOUN >nmod PROPN	PART	NOUN	PROPN	4	15.0	ABC	pattern {B [upos=NOUN]; A [upos=PART]; C [upos=PROPN]; B -[advmod]-> A; B -[nmod]-> C; B >> A; B << C} without {B -> X0} without {A -> X1} without {C -> X2}	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D	3	NOUN
